0 40563 44212 0
1 43988 42192 0
2 28512 30582 0
3 35628 80 0
4 33355 43065 0
5 23808 44192 0
6 21720 13046 0
7 17711 44626 0
8 6413 12543 0
9 41934 47313 0
10 21865 40742 0
11 25776 23504 0
12 13730 38652 0
13 47437 34406 0
14 11015 22928 0
15 28219 39305 0
16 26672 34714 0
17 42602 21276 0
18 40390 42585 0
19 23227 4358 0
20 16579 28660 0
21 27796 4205 0
22 21546 46679 0
23 30748 48167 0
24 34007 7860 0
25 7130 37877 0
26 17390 12614 0
27 12533 19108 0
28 30222 13927 0
29 16250 3370 0
30 12562 32242 0
31 11740 8181 0
32 14676 34522 0
33 48183 48026 0
34 21597 41324 0
35 9130 2180 0
36 27725 7756 0
37 17454 10428 0
38 39910 29052 0
39 619 26783 0
40 24238 12340 0
41 25795 11905 0
42 13780 21446 0
43 45501 1991 0
44 18200 29874 0
45 11075 46516 0
46 27573 45626 0
47 18264 46320 0
48 22799 40363 0
49 31060 49019 0
50 33561 29245 0
51 15713 14871 0
52 25651 45789 0
53 34353 6379 0
54 14785 28956 0
55 42642 16537 0
56 7106 8277 0
57 41873 27309 0
58 4986 22510 0
59 5264 37032 0
60 38503 21232 0
61 26554 6477 0
62 42590 37765 0
63 29890 8244 0
64 7398 12135 0
65 9692 35001 0
66 7011 15429 0
67 45016 33951 0
68 48198 48317 0
69 37133 49474 0
70 33494 44796 0
71 12873 18572 0
72 36728 49683 0
73 47995 41171 0
74 44448 351 0
75 33570 36871 0
76 16892 28460 0
77 29439 46281 0
78 6559 9772 0
79 20731 30512 0
80 12186 37027 0
81 9197 36695 0
82 38797 5447 0
83 46873 30601 0
84 29659 36681 0
85 10997 6948 0
86 38926 23179 0
87 11123 27370 0
88 37845 42975 0
89 42309 46307 0
90 45550 26094 0
91 48438 29173 0
92 39076 19607 0
93 25493 5765 0
94 627 11725 0
95 10512 42991 0
96 8925 36346 0
97 29236 35807 0
98 49323 6158 0
99 23296 6416 0
100 26588 16293 0
101 2706 15838 0
102 11179 40226 0
103 33829 23509 0
104 31969 12023 0
105 38443 48030 0
106 43375 49010 0
107 15616 20970 0
108 40439 18222 0
109 22243 42173 0
110 4305 14727 0
111 49037 6982 0
112 35696 2805 0
113 46409 16530 0
114 48507 45054 0
115 17212 4487 0
116 10503 13859 0
117 16475 7098 0
118 11886 42802 0
119 18695 19130 0
120 49630 7388 0
121 45827 9310 0
122 25862 37480 0
123 18554 8860 0
124 3593 21528 0
125 28448 32085 0
126 3016 3732 0
127 42856 12835 0
128 42638 35364 0
129 28364 23165 0
130 42547 49647 0
131 9405 13280 0
132 36182 22477 0
133 29088 12015 0
134 36460 27141 0
135 39019 25827 0
136 13521 47155 0
137 20165 3257 0
138 38413 6507 0
139 32494 31943 0
140 34565 31194 0
141 35758 17592 0
142 8915 42216 0
143 12830 42502 0
144 32083 7757 0
145 2356 49926 0
146 21031 45619 0
147 38204 29797 0
148 45016 42489 0
149 42340 33231 0
150 2536 32779 0
151 34853 35206 0
152 18928 11793 0
153 27474 48751 0
154 517 30394 0
155 34809 25071 0
156 13447 36091 0
157 23414 37687 0
158 29677 48196 0
159 16272 8216 0
160 4342 39861 0
161 36173 2404 0
162 41406 36975 0
163 29382 21589 0
164 7649 29754 0
165 24858 4604 0
166 7983 47001 0
167 25187 8738 0
168 9842 17961 0
169 39125 31344 0
170 41132 39688 0
171 29995 12327 0
172 35053 1755 0
173 11835 18758 0
174 23126 29632 0
175 44084 30697 0
176 5578 30684 0
177 19410 23107 0
178 35493 25360 0
179 31549 32435 0
180 29727 34375 0
181 46394 47015 0
182 45099 45005 0
183 30963 36941 0
184 39307 22686 0
185 10406 14879 0
186 30246 22159 0
187 38158 8115 0
188 4011 2203 0
189 14551 15504 0
190 21621 49548 0
191 27497 26253 0
192 18285 44284 0
193 42597 27225 0
194 6946 17410 0
195 37016 45842 0
196 28963 199 0
197 18889 32912 0
198 16878 20500 0
199 31060 3423 0
200 22692 6933 0
201 34580 43299 0
202 32745 20814 0
203 39681 31216 0
204 34136 33942 0
205 21366 21514 0
206 18334 33354 0
207 20757 40991 0
208 24646 43114 0
209 38053 27901 0
210 20045 12658 0
211 22985 37106 0
212 33959 28336 0
213 36735 5497 0
214 6395 244 0
215 24799 4834 0
216 17118 38864 0
217 32069 29280 0
218 16156 31978 0
219 44463 41200 0
220 45649 45493 0
221 21872 29449 0
222 29805 36674 0
223 35460 16942 0
224 23361 2850 0
225 29524 4720 0
226 30468 44731 0
227 43622 27534 0
228 13918 21542 0
229 4066 25473 0
230 1338 34725 0
231 458 20866 0
232 24014 6661 0
233 22071 47995 0
234 18280 28793 0
235 8544 42266 0
236 32791 9936 0
237 21725 23265 0
238 42801 8390 0
239 36431 5961 0
240 7987 47071 0
241 21721 45573 0
242 22427 42544 0
243 2684 19855 0
244 13729 40082 0
245 6274 13842 0
246 20655 30344 0
247 42935 33190 0
248 29105 1018 0
249 44909 34213 0
250 17215 38438 0
251 27189 18057 0
252 2559 23485 0
253 44612 49639 0
254 34001 22452 0
255 28850 9265 0
256 15598 14215 0
257 12267 46059 0
258 47689 20330 0
259 27997 20451 0
260 22063 34296 0
261 26591 4562 0
262 11139 34115 0
263 30357 42408 0
264 42174 41013 0
265 41405 44681 0
266 16143 26954 0
267 12367 23570 0
268 19002 22116 0
269 5631 32963 0
270 2165 22452 0
271 16875 41049 0
272 26358 26402 0
273 20512 338 0
274 3136 19061 0
275 14437 1048 0
276 27994 38140 0
277 3290 45515 0
278 49119 15515 0
279 46387 14235 0
280 21749 48232 0
281 17526 44271 0
282 1517 44940 0
283 1485 33232 0
284 15186 8627 0
285 19841 46307 0
286 20219 18780 0
287 26227 39395 0
288 15276 49074 0
289 30991 17518 0
290 24098 40649 0
291 41427 18237 0
292 46576 40877 0
293 48390 31778 0
294 12723 4828 0
295 42242 31713 0
296 33998 21734 0
297 27860 33728 0
298 41360 25291 0
299 10958 48617 0
300 18748 25108 0
301 40185 5091 0
302 41526 23396 0
303 2948 29536 0
304 26503 15751 0
305 11924 3831 0
306 39766 17638 0
307 5391 26762 0
308 12298 29703 0
309 48154 8863 0
310 24256 49908 0
311 43238 7190 0
312 44348 16850 0
313 13848 47513 0
314 15215 7629 0
315 21086 11270 0
316 18780 11632 0
317 36293 43518 0
318 660 23763 0
319 21654 39671 0
320 10313 23989 0
321 23814 31910 0
322 26515 17150 0
323 36774 3474 0
324 22759 21091 0
325 12181 48161 0
326 47713 2450 0
327 464 2370 0
328 48512 11505 0
329 6189 25417 0
330 2869 26341 0
331 26119 35832 0
332 3567 17239 0
333 15153 45214 0
334 45031 47804 0
335 37944 44971 0
336 4958 12089 0
337 34621 20876 0
338 22992 6178 0
339 38970 41877 0
340 44368 17408 0
341 565 17944 0
342 10136 11277 0
343 3330 35307 0
344 5018 44996 0
345 15697 442 0
346 14647 18187 0
347 33331 31900 0
348 41202 7538 0
349 1121 45036 0
350 46563 14310 0
351 45195 24660 0
352 37881 13951 0
353 24875 14531 0
354 13199 31984 0
355 36988 31871 0
356 18222 36467 0
357 8404 30003 0
358 19561 36659 0
359 41569 38801 0
360 30158 42568 0
361 27228 15236 0
362 48113 34511 0
363 15116 35734 0
364 28018 32127 0
365 13237 6825 0
366 42967 46657 0
367 32999 47582 0
368 8013 24209 0
369 13422 59 0
370 12742 29083 0
371 6934 13297 0
372 9408 6743 0
373 18060 19925 0
374 26961 5221 0
375 5643 22028 0
376 4593 39512 0
377 12274 22336 0
378 45765 16171 0
379 48313 5999 0
380 36362 19577 0
381 23612 43170 0
382 27206 29187 0
383 36568 41388 0
384 4064 21474 0
385 39659 4656 0
386 19037 33708 0
387 21088 30442 0
388 46783 6849 0
389 22817 29909 0
390 49820 33539 0
391 2239 45126 0
392 26872 16697 0
393 38504 7909 0
394 49502 24170 0
395 6409 46128 0
396 6411 33427 0
397 16286 13909 0
398 27104 43572 0
399 28752 38005 0
400 26818 5635 0
401 17189 37763 0
402 49720 40730 0
403 6213 5792 0
404 37952 5309 0
405 23188 21710 0
406 12311 33163 0
407 3070 2348 0
408 40783 48846 0
409 15699 14803 0
410 6382 30240 0
411 35620 18753 0
412 30312 4878 0
413 10241 16591 0
414 22495 23949 0
415 17039 14509 0
416 14761 32084 0
417 5675 18160 0
418 15778 16034 0
419 47089 35083 0
420 15723 28341 0
421 39107 48014 0
