0 414 422 0
1 136 19 0
2 245 270 0
3 357 394 0
4 143 288 0
5 212 289 0
6 74 60 0
7 243 245 0
8 129 152 0
9 32 152 0
10 206 450 0
11 269 171 0
12 261 402 0
13 363 328 0
14 490 114 0
15 484 122 0
16 408 402 0
17 22 2 0
18 452 477 0
19 0 398 0
20 213 11 0
21 152 94 0
22 383 215 0
23 42 20 0
24 134 277 0
25 419 337 0
26 399 75 0
27 244 13 0
28 170 22 0
29 156 92 0
30 161 39 0
31 322 56 0
32 172 15 0
33 334 78 0
34 460 123 0
35 422 278 0
36 487 334 0
37 180 343 0
38 300 444 0
39 171 235 0
40 352 85 0
41 357 477 0
42 121 374 0
43 116 144 0
44 481 315 0
45 436 118 0
46 332 292 0
47 499 18 0
48 103 361 0
49 338 480 0
50 209 497 0
51 467 240 0
52 325 345 0
53 329 314 0
54 308 139 0
55 15 233 0
56 329 29 0
57 118 50 0
58 43 420 0
59 249 275 0
60 362 157 0
61 346 482 0
62 26 420 0
63 197 50 0
64 387 380 0
65 373 254 0
66 151 441 0
67 490 318 0
68 116 377 0
69 23 435 0
70 122 251 0
71 226 397 0
72 61 16 0
73 310 114 0
74 393 268 0
75 364 380 0
76 133 148 0
77 159 252 0
78 47 253 0
79 318 152 0
80 178 243 0
81 328 86 0
82 116 497 0
83 100 444 0
84 485 364 0
85 360 142 0
86 282 59 0
87 455 463 0
88 110 385 0
89 295 286 0
90 314 282 0
91 14 441 0
92 372 185 0
93 162 211 0
94 345 302 0
95 65 45 0
96 355 16 0
97 326 253 0
98 369 437 0
99 123 285 0
100 471 165 0
101 462 51 0
102 371 386 0
103 69 111 0
104 46 259 0
105 18 146 0
106 10 231 0
107 51 446 0
108 283 473 0
109 269 128 0
110 422 7 0
111 461 329 0
112 414 170 0
113 405 212 0
114 56 3 0
115 90 391 0
116 424 443 0
117 264 24 0
118 431 293 0
119 10 188 0
120 224 338 0
121 45 102 0
122 360 56 0
123 62 484 0
124 459 55 0
125 367 348 0
126 350 72 0
127 306 122 0
128 386 122 0
129 1 32 0
130 337 443 0
131 305 155 0
132 383 28 0
133 65 484 0
134 381 257 0
135 41 6 0
136 143 357 0
137 434 332 0
138 26 234 0
139 2 472 0
140 167 273 0
141 107 119 0
142 248 337 0
143 432 414 0
144 356 140 0
145 187 76 0
146 442 187 0
147 310 300 0
148 443 260 0
149 94 381 0
150 220 309 0
151 286 115 0
152 2 24 0
153 493 76 0
154 353 474 0
155 242 391 0
156 282 121 0
157 86 209 0
158 465 387 0
159 88 181 0
160 89 95 0
161 193 93 0
162 93 351 0
163 129 210 0
164 35 340 0
165 488 44 0
166 154 280 0
167 242 54 0
168 122 461 0
169 361 459 0
170 248 469 0
171 199 490 0
172 428 243 0
173 127 158 0
174 134 444 0
175 380 3 0
176 28 283 0
177 444 85 0
178 404 34 0
179 311 220 0
180 39 141 0
181 101 216 0
182 165 346 0
183 157 252 0
184 324 172 0
185 497 74 0
186 352 15 0
187 218 33 0
188 457 493 0
189 326 498 0
190 498 132 0
191 368 179 0
192 346 348 0
193 342 336 0
194 265 490 0
195 323 490 0
196 275 316 0
197 15 426 0
198 200 457 0
199 344 74 0
200 323 163 0
201 17 336 0
202 297 42 0
203 184 482 0
204 108 123 0
205 273 498 0
206 223 396 0
207 183 386 0
208 287 462 0
209 496 466 0
210 278 398 0
211 390 255 0
212 218 461 0
213 372 112 0
214 4 85 0
215 358 333 0
216 493 480 0
217 176 283 0
218 318 275 0
219 382 83 0
220 22 59 0
221 488 221 0
222 339 341 0
223 134 227 0
224 30 357 0
225 375 170 0
226 260 265 0
227 360 60 0
228 311 317 0
229 156 491 0
230 45 229 0
231 103 307 0
232 306 16 0
233 83 185 0
234 486 51 0
235 290 407 0
236 15 30 0
237 256 132 0
238 453 446 0
239 264 11 0
240 329 345 0
241 460 31 0
242 415 44 0
243 394 361 0
244 278 317 0
245 238 234 0
246 215 309 0
247 412 82 0
248 53 153 0
249 21 12 0
250 234 497 0
251 82 405 0
252 155 352 0
253 66 264 0
254 124 431 0
255 406 137 0
256 61 422 0
257 422 143 0
258 91 338 0
259 323 48 0
260 380 312 0
261 312 500 0
262 50 93 0
263 319 232 0
264 78 242 0
265 112 78 0
266 164 169 0
267 301 302 0
268 149 277 0
269 108 476 0
270 370 293 0
271 98 351 0
272 74 376 0
273 439 423 0
274 496 399 0
275 397 20 0
276 442 50 0
277 33 309 0
278 436 58 0
279 202 170 0
280 44 208 0
281 493 87 0
282 117 245 0
283 239 283 0
284 37 127 0
285 334 221 0
286 258 466 0
287 390 132 0
288 47 350 0
289 349 136 0
290 65 153 0
291 406 221 0
292 232 32 0
293 484 90 0
294 309 407 0
295 461 186 0
296 319 109 0
297 132 74 0
298 399 129 0
299 320 179 0
300 265 475 0
301 151 86 0
302 94 450 0
303 327 374 0
304 331 9 0
305 227 112 0
306 361 459 0
307 276 459 0
308 31 343 0
309 217 141 0
310 39 203 0
311 5 231 0
312 285 362 0
313 386 62 0
314 56 4 0
315 472 174 0
316 319 74 0
317 328 256 0
318 318 93 0
319 4 151 0
320 172 66 0
321 401 348 0
322 411 450 0
323 42 205 0
324 437 432 0
325 212 462 0
326 150 62 0
327 307 394 0
328 183 3 0
329 410 266 0
330 353 94 0
331 362 362 0
332 258 347 0
333 315 432 0
334 363 177 0
335 87 24 0
336 92 17 0
337 310 158 0
338 170 479 0
339 314 221 0
340 465 173 0
341 440 289 0
342 481 426 0
343 322 395 0
344 438 37 0
345 339 497 0
346 41 119 0
347 69 395 0
348 77 224 0
349 403 155 0
350 454 58 0
351 44 356 0
352 311 315 0
353 279 333 0
354 365 238 0
355 426 139 0
356 223 60 0
357 358 204 0
